 19.68	4570905	4570905	U	0	unclassified
 80.32	18656999	14569	R	1	root
 80.22	18634573	7178	R1	131567	  cellular organisms
 80.18	18624630	610573	R2	2	    Bacteria
 50.26	11673305	74569	K	3379134	      Pseudomonadati
 48.80	11334783	323	K1	1783270	        FCB group
 48.80	11334460	1184	K2	68336	          Bacteroidota/Chlorobiota group
 48.79	11333276	210415	P	976	            Bacteroidota
 47.89	11122853	1515	C	200643	              Bacteroidia
 47.88	11121338	887517	O	171549	                Bacteroidales
 21.98	5105204	32593	F	171552	                  Prevotellaceae
 21.71	5042835	208913	G	2974251	                    Segatella
 20.80	4831679	4743971	S	165179	                      Segatella copri
  0.38	87708	87708	S1	537011	                        Segatella copri DSM 18205
  0.01	2197	2197	S	2518605	                      Segatella hominis
  0.00	46	0	S	305719	                      Segatella baroniae
  0.00	46	46	S1	752555	                        Segatella baroniae B14
  0.12	28513	96	G	577309	                    Paraprevotella
  0.12	27675	27675	S	454154	                      Paraprevotella clara
  0.00	742	0	S	454155	                      Paraprevotella xylaniphila
  0.00	742	742	S1	762982	                        Paraprevotella xylaniphila YIT 11841
  0.01	1239	435	G	838	                    Prevotella
  0.00	282	282	S	28129	                      Prevotella denticola
  0.00	210	210	S	28131	                      Prevotella intermedia
  0.00	135	0	S	28133	                      Prevotella nigrescens
  0.00	135	135	S1	702439	                        Prevotella nigrescens F0103
  0.00	128	128	S	28125	                      Prevotella bivia
  0.00	28	28	S	1177574	                      Prevotella jejuni
  0.00	9	9	S	28137	                      Prevotella veroralis
  0.00	6	6	S	28132	                      Prevotella melaninogenica
  0.00	3	3	S	28128	                      Prevotella corporis
  0.00	2	1	G1	2638335	                      unclassified Prevotella
  0.00	1	1	S	2691580	                        Prevotella sp. Rep29
  0.00	1	0	S	52227	                      Prevotella dentalis
  0.00	1	1	S1	908937	                        Prevotella dentalis DSM 3688
  0.00	22	0	G	2974257	                    Hoylesella
  0.00	20	20	S	28127	                      Hoylesella buccalis
  0.00	2	2	S	76123	                      Hoylesella enoeca
  0.00	2	0	G	2884814	                    Pseudoprevotella
  0.00	2	2	S	2133944	                      Pseudoprevotella muciniphila
  9.34	2168733	131809	F	815	                  Bacteroidaceae
  8.09	1879797	837755	G	816	                    Bacteroides
  1.80	417411	410803	S	820	                      Bacteroides uniformis
  0.03	6608	6608	S1	997890	                        Bacteroides uniformis CL03T12C37
  1.17	272246	269427	S	47678	                      Bacteroides caccae
  0.01	2819	2819	S1	997873	                        Bacteroides caccae CL03T12C61
  1.14	264245	264245	S	674529	                      Bacteroides faecis
  0.11	25275	25275	S	28111	                      Bacteroides eggerthii
  0.11	25130	24592	S	371601	                      Bacteroides xylanisolvens
  0.00	538	538	S1	657309	                        Bacteroides xylanisolvens XB1A
  0.04	9094	8993	S	817	                      Bacteroides fragilis
  0.00	84	84	S1	295405	                        Bacteroides fragilis YCH46
  0.00	17	17	S1	997879	                        Bacteroides fragilis CL03T12C07
  0.03	6926	844	G1	2646097	                      unclassified Bacteroides
  0.01	1851	1851	S	2528203	                        Bacteroides sp. A1C1
  0.01	1533	1533	S	2755405	                        Bacteroides sp. CACC 737
  0.01	1251	1251	S	2847299	                        Bacteroides sp. DH3716P
  0.00	1003	1003	S	2785531	                        Bacteroides sp. HF-162
  0.00	282	282	S	2763022	                        Bacteroides sp. M10
  0.00	84	84	S	556259	                        Bacteroides sp. D2
  0.00	49	49	S	2025659	                        Bacteroides sp. KFT8
  0.00	29	29	S	3096000	                        Bacteroides sp. CG01
  0.02	4318	4318	S	818	                      Bacteroides thetaiotaomicron
  0.02	3521	3521	S	28116	                      Bacteroides ovatus
  0.01	1950	1950	S	2650157	                      Bacteroides zhangwenhongii
  0.01	1904	1904	S	1796613	                      Bacteroides caecimuris
  0.01	1845	1845	S	338188	                      Bacteroides finegoldii
  0.01	1614	1614	S	2792859	                      Bacteroides humanifaecis
  0.00	1051	1051	S	3117552	                      Bacteroides maternus
  0.00	985	985	S	2763021	                      Bacteroides difficilis
  0.00	818	818	S	246787	                      Bacteroides cellulosilyticus
  0.00	758	758	S	291644	                      Bacteroides salyersiae
  0.00	608	608	S	2763023	                      Bacteroides hominis
  0.00	595	595	S	291645	                      Bacteroides nordii
  0.00	578	473	S	46506	                      Bacteroides stercoris
  0.00	105	105	S1	449673	                        Bacteroides stercoris ATCC 43183
  0.00	484	484	S	2715212	                      Bacteroides faecium
  0.00	348	348	S	310300	                      Bacteroides pyogenes
  0.00	117	0	S	290053	                      Bacteroides helcogenes
  0.00	117	117	S1	693979	                        Bacteroides helcogenes P 36-108
  0.00	75	75	S	329854	                      Bacteroides intestinalis
  0.00	68	68	S	28113	                      Prevotella heparinolytica
  0.00	48	48	S	2650158	                      Bacteroides luhongzhouii
  0.00	30	30	S	28119	                      Bacteroides zoogleoformans
  0.68	157127	56719	G	909656	                    Phocaeicola
  0.36	84680	84680	S	821	                      Phocaeicola vulgatus
  0.02	5351	0	S	310298	                      Phocaeicola coprocola
  0.02	5351	5351	S1	470145	                        Phocaeicola coprocola DSM 17136
  0.02	5254	5254	S	387090	                      Phocaeicola coprophilus
  0.01	2607	2599	S	357276	                      Phocaeicola dorei
